ques,diff
5795,5
5796,8
5797,7
5798,6
5799,6
5800,5
5801,5
5802,7
5803,4
5804,9
5805,7
5806,8
5807,6
5808,7
5809,8
5810,6
5811,5
5812,8
5813,5
5814,4
5815,3
5816,6
5817,9
5818,8
5819,7
5820,5
5821,6
5822,8
5823,8
5824,5
5825,5
5826,7
5827,10
5828,10
5829,5
5830,8
5831,9
5832,10
5833,6
5834,4
5835,6
5836,6
5837,3
5838,8
5839,6
5840,4
5841,5
5842,9
5843,5
5844,7
5845,7
5846,6
5847,6
5848,5
5849,6
5850,5
5851,6
5852,4
5853,4
5854,4
5855,4
5856,7
5857,6
5858,5
5859,5
5860,4
5861,4
5862,6
5863,5
5864,7
5865,7
5866,8
5867,7
5868,5
5869,7
5870,6
5871,9
5872,6
5873,7
5874,6
5875,5
5876,7
5877,9
5878,5
5879,5
5880,8
5881,9
5882,7
5883,9
5884,6
5885,4
5886,4
5887,5
5888,6
5889,7
5890,5
5891,4
5892,7
5893,6
5894,7
5895,6
5896,5
5897,7
5898,10
5899,7
5900,6
5901,9
5902,8
5903,8
5904,6
5905,8
5906,2
5907,10
5908,8
5909,9
5910,5
5911,7
5912,6
5913,5
5914,5
5915,6
5916,4
5917,7
5918,8
5919,7
5920,7
5921,5
5922,5
5923,6
5924,8
5925,7
5926,6
5927,7
5928,8
5929,7
5930,5
5931,6
5932,4
5933,7
5934,5
5935,7
5936,5
5937,2
5938,6
5939,3
5940,4
5941,6
5942,5
5943,5
5944,5
5945,5
5946,6
5947,7
5948,6
5949,6
5950,6
5951,6
5952,5
5953,5
5954,6
5955,7
5956,7
5957,5
5958,5
5959,6
5960,5
5961,6
5962,7
5963,4
5964,10
5965,6
5966,7
5967,5
5968,5
5969,6
5970,6
5971,5
5972,5
5973,1
5974,8
5975,7
5976,6
5977,5
5978,4
5979,10
5980,5
5981,7
5982,6
5983,6
5984,5
5985,7
5986,7
5987,5
5988,5
5989,6
5990,6
5991,6
5992,9
5993,6
5994,5
5995,4
5996,5
5997,4
5998,6
5999,6
6000,6
6001,6
6002,8
6003,5
6004,7
6005,7
6006,6
6007,6
6008,10
6009,10
6010,3
6011,7
6012,6
6013,8
6014,6
6015,6
6016,6
6017,6
6018,8
6019,8
6020,6
6021,6
6022,5
6023,6
6024,2
6025,8
6026,4
6027,8
6028,8
6029,6
6030,6
6031,5
6032,3
6033,5
6034,4
6035,5
6036,10
6037,8
6038,5
6039,6
6040,5
6041,5
6042,5
6043,6
6044,8
6045,7
6046,5
6047,6
6048,5
6049,6
6050,7
6051,6
6052,6
6053,5
6054,5
6055,6
6056,5
6057,3
6058,5
6059,6
6060,6
6061,9
6062,7
6063,6
6064,7
6065,10
6066,5
6067,10
6068,6
6069,7
6070,5
6071,8
6072,7
6073,7
6074,6
6075,4
6076,5
6077,5
6078,4
6079,7
6080,8
6081,8
6082,6
6083,8
6084,3
6085,6
6086,5
6087,4
6088,3
6089,9
6090,9
6091,8
6092,8
6093,8
6094,8
6095,5
6096,7
6097,7
6098,10
6099,10
6100,7
6101,7
6102,8
6103,8
6104,9
6105,6
6106,6
6107,8
6108,4
6109,8
6110,9
6111,7
6112,5
6113,8
6114,3
6115,5
6116,10
6117,5
6118,4
6119,7
6120,5
6121,7
6122,3
6123,3
6124,9
6125,3
6126,8
6127,8
6128,5
6129,1
6130,7
6131,10
6132,8
6133,10
6134,8
6135,4
6136,9
6137,5
6138,7
6139,3
6140,6
6141,7
6142,8
6143,6
6144,8
6145,2
6146,1
6147,6
6148,5
6149,9
6150,10
6151,8
6152,8
6153,9
6154,9
6155,7
6156,5
6157,5
6158,8
6159,7
6160,9
6161,7
6162,10
6163,8
6164,8
6165,10
6166,2
6167,1
6168,8
6169,7
6170,6
6171,9
6172,10
6173,6
6174,7
6175,6
6176,8
6177,8
6178,2
6179,7
6180,10
6181,2
6182,8
6183,10
6184,4
6185,6
6186,5
6187,8
6188,4
6189,5
6190,8
6191,5
6192,8
6193,3
6194,8
6195,6
6196,5
6197,8
6198,5
6199,4
6200,3
6201,5
6202,9
6203,10
6204,0
6205,5
6206,5
6207,0
6208,0
6209,3
6210,4
6211,7
6212,3
6213,8
6214,1
6215,3
6216,7
6217,10
6218,10
6219,1
6220,6
6221,6
6222,5
6223,7
6224,5
6225,7
6226,5
6227,4
6228,5
6229,2
6230,8
6231,6
6232,6
6233,8
6234,6
6235,7
6236,8
6237,5
6238,5
6239,7
6240,6
6241,6
6242,7
6243,5
6244,6
6245,4
6246,6
6247,7
6248,6
6249,9
6250,7
6251,7
6252,7
6253,9
6254,3
6255,6
6256,9
6257,8
6258,7
6259,5
6260,5
6261,5
6262,0
6263,10
6264,5
6265,7
6266,10
6267,3
6268,10
6269,7
6270,9
6271,2
6272,6
6273,6
6274,6
6275,5
6276,6
6277,9
6278,8
6279,3
6280,6
6281,5
6282,10
6283,5
6284,7
6285,6
6286,5
6287,9
6288,6
6289,6
6290,9
6291,5
6292,5
6293,8
6294,9
6295,5
6296,8
6297,8
6298,6
6299,5
6300,7
6301,6
6302,5
6303,5
6304,9
6305,7
6306,6
6307,10
6308,5
6309,9
6310,7
6311,9
6312,5
6313,4
6314,7
6315,8
6316,6
6317,2
6318,7
6319,8
6320,8
6321,8
6322,5
6323,3
6324,3
6325,7
6326,7
6327,8
6328,8
6329,8
6330,9
6331,8
6332,6
6333,6
6334,7
6335,8
6336,3
6337,6
6338,10
6339,8
6340,10
6341,8
6342,10
6343,7
6344,8
6345,6
6346,1
6347,7
6348,4
6349,9
6350,7
6351,6
6352,5
6353,3
6354,8
6355,6
6356,5
6357,10
6358,8
6359,8
6360,9
6361,7
6362,8
6363,7
6364,5
6365,6
6366,5
6367,9
6368,5
6369,10
6370,8
6371,10
6372,6
6373,3
6374,4
6375,9
6376,3
6377,6
6378,8
6379,6
6380,10
6381,5
6382,6
6383,7
6384,6
6385,7
6386,10
6387,8
6388,8
6389,9
6390,8
6391,10
6392,8
6393,6
6394,8
6395,5
6396,8
6397,8
6398,10
6399,5
6400,9
6401,10
6402,8
6403,10
6404,6
6405,4
6406,10
6407,8
6408,10
6409,10
6410,10
6411,3
6412,8
6413,8
6414,1
6415,8
6416,6
6417,7
6418,6
6419,7
6420,10
6421,5
6422,8
6423,8
6424,8
6425,7
6426,5
6427,7
6428,7
6429,8
6430,10
6431,10
6432,6
6433,10
6434,1
6435,3
6436,10
6437,5
6438,5
6439,9
6440,5
6441,3
6442,9
6443,4
6444,10
6445,10
6446,6
6447,10
6448,7
6449,5
6450,7
6451,5
6452,7
6453,2
6454,5
6455,6
6456,1
6457,1
6458,10
6459,9
6460,6
6461,8
6462,10
6463,10
6464,9
6465,8
6466,10
6467,7
6468,10
6469,6
6470,7
6471,9
6472,7
6473,8
6474,5
6475,6
6476,5
6477,5
6478,7
6479,7
6480,9
6481,6
6482,8
6483,5
6484,7
6485,4
6486,8
6487,1
6488,10
6489,7
6490,7
6491,6
6492,5
6493,7
6494,10
6495,8
6496,0
6497,6
6498,10
6499,5
6500,4
6501,6
6502,5
6503,8
6504,4
6505,6
6506,6
6507,2
6508,6
6509,7
6510,4
6511,5
6512,1
6513,3
6514,5
6515,5
6516,0
6517,8
6518,10
6519,6
6520,8
6521,6
6522,9
6523,5
6524,8
6525,6
6526,7
6527,6
6528,4
6529,10
6530,6
6531,8
6532,6
6533,8
6534,8
6535,9
6536,7
6537,5
6538,5
6539,5
6540,6
6541,7
6542,6
6543,9
6544,9
6545,5
6546,8
6547,7
6548,9
6549,5
6550,5
6551,5
6552,7
6553,5
6554,10
6555,10
6556,4
6557,5
6558,5
6559,5
6560,7
6561,5
6562,5
6563,5
6564,3
6565,5
6566,5
6567,8
6568,7
6569,2
6570,5
6571,8
6572,5
6573,3
6574,6
6575,5
6576,5
6577,3
6578,5
6579,3
6580,5
6581,5
6582,5
6583,5
6584,5
6585,5
6586,5
6587,5
6588,5
6589,5
6590,5
6591,5
6592,10
6593,2
6594,3
6595,5
6596,5
6597,5
6598,5
6599,5
6600,5
6601,10
6602,5
6603,5
6604,5
6605,5
6606,5
6607,0
6608,5
6609,5
6610,3
6611,5
6612,5
6613,5
6614,7
6615,5
6616,5
6617,4
6618,5
6619,3
6620,5
6621,5
6622,7
6623,7
6624,10
6625,10
6626,3
6627,5
6628,5
6629,5
6630,5
6631,6
6632,5
6633,5
6634,5
6635,5
6636,5
6637,5
6638,5
6639,5
6640,5
6641,5
6642,5
6643,5
6644,5
6645,3
6646,5
6647,10
6648,5
6649,6
6650,10
6651,6
6652,5
6653,6
6654,5
6655,6
6656,5
6657,5
6658,8
6659,5
6660,0
6661,5
6662,5
6663,0
6664,8
6665,5
6666,5
6667,7
6668,5
6669,5
6670,5
6671,5
6672,5
6673,9
6674,8
6675,3
6676,8
6677,5
6678,0
6679,5
6680,5
6681,5
6682,5
6683,5
6684,5
6685,6
6686,5
6687,5
6688,5
6689,5
6690,5
6691,5
6692,5
6693,5
6694,5
6695,2
6696,3
6697,5
6698,5
6699,5
6700,5
6701,5
6702,5
6703,5
6704,5
6705,5
6706,5
6707,5
6708,9
6709,9
6710,8
6711,8
6712,8
6713,9
6714,6
6715,7
6716,5
6717,8
6718,7
6719,7
6720,10
6721,7
6722,5
6723,6
6724,8
6725,6
6726,5
6727,7
6728,6
6729,7
6730,9
6731,8
6732,6
6733,8
6734,4
6735,8
6736,6
6737,7
6738,7
6739,8
6740,8
6741,7
6742,8
6743,8
6744,6
6745,7
6746,7
6747,9
6748,6
6749,10
6750,8
6751,7
6752,7
6753,7
6754,5
6755,9
6756,10
6757,5
6758,7
6759,6
6760,6
6761,5
6762,6
6763,4
6764,6
6765,8
6766,6
6767,10
6768,7
6769,7
6770,5
6771,9
6772,8
6773,10
6774,5
6775,7
6776,7
6777,5
6778,7
6779,5
6780,7
6781,9
6782,10
6783,3
6784,8
6785,8
6786,5
6787,9
6788,7
6789,9
6790,8
6791,8
6792,7
6793,10
6794,5
6795,7
6796,7
6797,7
6798,10
6799,8
6800,8
6801,7
6802,8
6803,7
6804,6
6805,6
6806,8
6807,7
6808,4
6809,10
6810,3
6811,5
6812,9
6813,10
6814,0
6815,5
6816,10
6817,6
6818,7
6819,8
6820,6
6821,1
6822,10
6823,7
6824,8
6825,10
6826,6
6827,8
6828,8
6829,6
6830,2
6831,10
6832,6
6833,8
6834,10
6835,6
6836,8
6837,7
6838,8
6839,10
6840,7
6841,7
6842,5
6843,6
6844,6
6845,7
6846,5
6847,5
6848,8
6849,4
6850,1
6851,10
6852,0
6853,6
6854,5
6855,8
6856,7
6857,8
6858,10
6859,3
6860,10
6861,8
6862,7
6863,4
6864,7
6865,5
6866,8
6867,10
6868,9
6869,7
6870,8
6871,3
6872,6
6873,8
6874,9
6875,3
6876,8
6877,10
6878,6
6879,7
6880,3
6881,7
6882,1
6883,8
6884,4
6885,8
6886,8
6887,10
6888,5
6889,6
6890,8
6891,5
6892,7
6893,5
6894,8
6895,4
6896,2
6897,6
6898,7
6899,6
6900,6
6901,10
6902,7
6903,3
6904,5
6905,6
6906,6
6907,8
6908,5
6909,4
6910,1
6911,6
6912,10
6913,3
6914,3
6915,6
6916,5
6917,3
6918,7
6919,6
6920,3
6921,10
6922,8
6923,10
6924,3
6925,6
6926,7
6927,10
6928,7
6929,8
6930,6
6931,6
6932,10
6933,7
6934,8
6935,7
6936,7
6937,7
6938,3
6939,1
6940,8
6941,6
6942,8
6943,7
6944,8
6945,2
6946,4
6947,4
6948,8
6949,1
6950,6
6951,2
6952,10
6953,6
6954,3
6955,10
6956,10
6957,10
6958,7
6959,8
6960,5
6961,8
6962,5
6963,6
6964,6
6965,6
6966,7
6967,10
6968,0
6969,6
6970,4
6971,7
6972,10
6973,10
6974,6
6975,8
6976,5
6977,5
6978,8
6979,7
6980,7
6981,6
6982,6
6983,6
6984,8
6985,2
6986,10
6987,2
6988,10
6989,10
6990,6
6991,10
6992,10
6993,5
6994,7
6995,6
6996,6
6997,0
6998,8
6999,6
7000,10
7001,5
7002,10
7003,7
7004,6
7005,2
7006,6
7007,8
7008,6
7009,6
7010,10
7011,7
7012,7
7013,8
7014,3
7015,6
7016,7
7017,7
7018,10
7019,10
7020,5
7021,5
7022,8
7023,6
7024,10
7025,7
7026,8
7027,5
7028,5
7029,8
7030,7
7031,10
7032,10
7033,1
7034,4
7035,10
7036,1
7037,2
7038,4
7039,0
7040,6
7041,8
7042,7
7043,10
7044,6
7045,7
7046,4
7047,3
7048,8
7049,8
7050,7
7051,7
7052,10
7053,10
7054,5
7055,8
7056,7
7057,5
7058,6
7059,7
7060,5
7061,4
7062,8
7063,10
7064,8
7065,9
7066,9
7067,4
7068,3
7069,8
7070,8
7071,9
7072,9
7073,10
7074,9
7075,8
7076,9
7077,9
7078,5
7079,2
7080,0
7081,1
7082,3
7083,5
7084,10
7085,10
7086,10
7087,10
7088,6
7089,3
7090,6
7091,7
7092,3
7093,4
7094,9
7095,8
7096,10
7097,6
7098,7
7099,1
7100,2
7101,6
7102,5
7103,4
7104,6
7105,7
7106,4
7107,5
7108,7
7109,7
7110,5
7111,5
7112,8
7113,8
7114,7
7115,10
7116,4
7117,8
7118,8
7119,8
7120,8
7121,10
7122,3
7123,8
7124,5
7125,3
7126,5
7127,3
7128,5
7129,7
7130,5
7131,10
7132,2
7133,5
7134,6
7135,6
7136,5
7137,5
7138,5
7139,5
7140,5
7141,10
7142,7
7143,0
7144,10
7145,5
7146,5
7147,10
7148,7
7149,6
7150,9
7151,8
7152,8
7153,5
7154,10
7155,4
7156,6
7157,5
7158,7
7159,0
7160,10
7161,1
7162,10
7163,6
7164,0
7165,3
7166,7
7167,6
7168,8
7169,7
7170,7
7171,8
7172,5
7173,10
7174,7
7175,7
7176,6
7177,6
7178,10
7179,2
7180,10
7181,4
7182,6
7183,10
7184,10
7185,8
7186,5
7187,2
7188,6
7189,3
7190,5
7191,7
7192,3
7193,5
7194,6
7195,5
7196,6
7197,5
7198,5
7199,7
7200,10
7201,2
7202,4
7203,7
7204,7
7205,2
7206,2
7207,5
7208,3
7209,3
7210,7
7211,4
7212,5
7213,5
7214,6
7215,10
7216,6
7217,2
7218,3
7219,5
7220,7
7221,10
7222,8
7223,8
7224,5
7225,5
7226,4
7227,10
7228,8
7229,6
7230,5
7231,5
7232,0
7233,5
7234,7
7235,7
7236,5
7237,1
7238,8
7239,10
7240,10
7241,5
7242,10
7243,3
7244,8
7245,10
7246,2
7247,8
7248,2
7249,10
7250,10
7251,6
7252,5
7253,6
7254,5
7255,7
7256,0
7257,3
7258,3
7259,7
7260,6
7261,8
7262,5
7263,2
7264,3
7265,2
7266,3
7267,5
7268,7
7269,8
7270,0
7271,10
7272,6
7273,5
7274,7
7275,9
7276,7
7277,3
7278,8
7279,9
7280,8
7281,6
7282,8
7283,8
7284,5
7285,10
7286,10
7287,8
7288,6
7289,4
7290,6
7291,7
7292,10
7293,7
7294,7
7295,6
7296,3
7297,5
7298,6
7299,0
7300,4
7301,6
7302,7
7303,8
7304,7
7305,7
7306,5
7307,7
7308,10
7309,5
7310,7
7311,0
7312,6
7313,10
7314,6
7315,0
7316,3
7317,10
7318,6
7319,7
7320,2
7321,4
7322,7
7323,8
7324,6
7325,10
7326,6
7327,8
7328,5
7329,6
7330,10
7331,5
7332,7
7333,7
7334,6
7335,7
7336,7
7337,7
7338,10
7339,7
7340,10
7341,3
7342,8
7343,8
7344,10
7345,8
7346,7
7347,10
7348,7
7349,3
7350,7
7351,3
7352,6
7353,7
7354,6
7355,7
7356,5
7357,10
7358,7
7359,6
7360,7
7361,0
7362,10
7363,10
7364,10
7365,6
7366,7
7367,7
7368,6
7369,10
7370,6
7371,10
7372,8
7373,5
7374,10
7375,6
7376,7
7377,8
7378,7
7379,5
7380,8
7381,7
7382,5
7383,7
7384,6
7385,6
7386,6
7387,7
7388,10
7389,5
7390,10
7391,6
7392,5
7393,5
7394,10
7395,6
7396,7
7397,7
7398,7
7399,8
7400,6
7401,5
7402,2
7403,3
7404,5
7405,3
7406,10
7407,7
7408,5
7409,10
7410,7
7411,10
7412,5
7413,6
7414,5
7415,5
7416,6
7417,6
7418,6
7419,5
7420,0
7421,6
7422,8
7423,8
7424,0
7425,6
7426,4
7427,0
7428,0
7429,10
7430,8
7431,10
7432,4
7433,8
7434,6
7435,4
7436,6
7437,5
7438,10
7439,10
7440,2
7441,6
7442,7
7443,5
7444,5
7445,5
7446,7
7447,5
7448,6
7449,5
7450,10
7451,5
7452,5
7453,4
7454,6
7455,5
7456,6
7457,7
7458,6
7459,2
7460,4
7461,6
7462,3
7463,8
7464,5
7465,8
7466,1
7467,5
7468,7
7469,5
7470,7
7471,7
7472,6
7473,10
7474,10
7475,10
7476,4
7477,8
7478,9
7479,9
7480,4
7481,3
7482,9
7483,7
7484,4
7485,8
7486,4
7487,10
7488,2
7489,9
7490,8
7491,5
7492,6
7493,8
7494,6
7495,2
7496,2
7497,6
7498,4
7499,8
7500,3
7501,7
7502,5
7503,3
7504,4
7505,7
7506,5
7507,5
7508,9
7509,5
7510,5
7511,6
7512,8
7513,8
7514,5
7515,4
7516,5
7517,2
7518,6
7519,8
7520,8
7521,6
7522,6
7523,7
7524,8
7525,6
7526,10
7527,5
7528,10
7529,7
7530,8
7531,10
7532,5
7533,8
7534,4
7535,5
7536,4
7537,8
7538,8
7539,10
7540,8
7541,9
7542,9
7543,5
7544,6
7545,6
7546,6
7547,8
7548,9
7549,7
7550,6
7551,7
7552,10
7553,10
7554,6
7555,6
7556,6
7557,9
7558,8
7559,10
7560,7
7561,6
7562,8
7563,4
7564,8
7565,7
7566,5
7567,6
7568,9
7569,5
7570,5
7571,8
7572,7
7573,8
7574,6
7575,10
7576,5
7577,10
7578,8
7579,4
7580,7
7581,8
7582,5
7583,6
7584,7
7585,5
7586,7
7587,6
7588,7
7589,2
7590,6
7591,5
7592,5
7593,5
7594,9
7595,0
7596,4
7597,5
7598,8
7599,8
7600,2
7601,1
7602,5
7603,6
7604,5
7605,7
7606,5
7607,5
7608,7
7609,7
7610,5
7611,4
7612,2
7613,1
7614,5
7615,3
7616,7
7617,5
7618,5
7619,4
7620,8
7621,4
7622,6
7623,4
7624,5
7625,9
7626,7
7627,6
7628,2
7629,0
7630,0
7631,3
7632,5
7633,5
7634,10
7635,7
7636,2
7637,7
7638,8
7639,5
7640,10
7641,10
7642,5
7643,10
7644,10
7645,5
7646,5
7647,7
7648,6
7649,10
7650,8
7651,8
7652,7
7653,9
7654,6
7655,5
7656,5
7657,0
7658,5
7659,10
7660,5
7661,7
7662,5
7663,5
7664,10
7665,5
7666,5
7667,9
7668,10
7669,7
7670,7
7671,6
7672,8
7673,10
7674,10
7675,10
7676,10
7677,10
7678,7
7679,8
7680,7
7681,10
7682,6
7683,10
7684,9
7685,10
7686,10
7687,8
7688,7
7689,8
7690,10
7691,8
7692,8
7693,7
7694,10
7695,10
7696,10
7697,6
7698,10
7699,10
7700,10
7701,9
7702,7
7703,10
7704,10
7705,8
7706,7
7707,4
7708,4
7709,10
7710,8
7711,10
7712,5
7713,6
7714,8
7715,9
7716,10
7717,7
7718,7
7719,10
7720,10
7721,10
7722,9
7723,8
7724,10
7725,10
7726,10
7727,8
7728,9
7729,10
7730,7
7731,8
7732,5
7733,10
7734,5
7735,10
7736,10
7737,10
7738,5
7739,5
7740,5
7741,4
7742,5
7743,5
7744,5
7745,5
7746,6
7747,4
7748,5
7749,5
7750,10
7751,3
7752,10
7753,4
7754,6
7755,6
7756,7
7757,7
7758,7
7759,6
7760,7
7761,7
7762,6
7763,3
7764,4
7765,6
7766,7
7767,8
7768,4
7769,5
7770,4
7771,3
7772,6
7773,2
7774,6
7775,7
7776,5
7777,5
7778,3
7779,10
7780,5
7781,4
7782,8
7783,6
7784,7
7785,5
7786,10
7787,2
7788,3
7789,5
7790,10
7791,2
7792,6
7793,10
7794,10
7795,10
7796,7
7797,7
7798,10
7799,9
7800,10
7801,4
7802,6
7803,4
7804,10
7805,5
7806,2
7807,2
7808,2
7809,4
7810,5
7811,5
7812,4
7813,6
7814,5
7815,4
7816,4
7817,5
7818,7
7819,8
7820,6
7821,5
7822,8
7823,2
7824,4
7825,6
7826,4
7827,8
7828,4
7829,4
7830,10
7831,10
7832,5
7833,4
7834,9
7835,7
7836,4
7837,6
7838,5
7839,7
7840,8
7841,5
7842,10
7843,8
7844,4
7845,6
7846,7
7847,3
7848,5
7849,8
7850,4
7851,4
7852,6
7853,10
7854,8
7855,5
7856,8
7857,6
7858,8
7859,5
7860,5
7861,3
7862,6
7863,5
7864,4
7865,10
7866,7
7867,5
7868,10
7869,8
7870,9
7871,10
7872,8
7873,5
7874,7
7875,10
7876,10
7877,10
7878,7
7879,10
7880,7
7881,7
7882,8
7883,6
7884,6
7885,10
7886,9
7887,7
7888,6
7889,7
7890,5
7891,10
7892,10
7893,4
7894,7
7895,9
7896,8
7897,3
7898,8
7899,7
7900,10
7901,8
7902,10
7903,7
7904,10
7905,9
7906,5
7907,7
7908,7
7909,7
7910,9
7911,9
7912,10
7913,8
7914,9
7915,10
7916,7
7917,10
7918,6
7919,5
7920,10
7921,8
7922,8
7923,6
7924,10
7925,5
7926,5
7927,7
7928,0
7929,8
7930,10
7931,5
7932,7
7933,3
7934,7
7935,10
7936,6
7937,9
7938,5
7939,8
7940,7
7941,10
7942,6
7943,8
7944,8
7945,10
7946,9
7947,5
7948,7
7949,4
7950,9
7951,3
7952,0
7953,8
7954,5
7955,7
7956,8
7957,8
7958,8
7959,6
7960,6
7961,6
7962,8
7963,8
7964,9
7965,10
7966,1
7967,7
7968,6
7969,7
7970,10
7971,9
7972,7
7973,6
7974,9
7975,2
7976,6
7977,10
7978,6
7979,10
7980,10
7981,10
7982,10
7983,10
7984,5
7985,8
7986,9
7987,8
7988,8
7989,10
7990,10
7991,5
7992,7
7993,8
7994,10
7995,8
7996,10
7997,6
7998,10
7999,10
8000,10
8001,8
8002,10
8003,10
8004,5
8005,10
8006,10
8007,7
8008,5
8009,6
8010,10
8011,8
8012,8
8013,10
8014,10
8015,5
8016,10
8017,6
8018,10
8019,6
8020,8
8021,10
8022,10
8023,5
8024,6
8025,10
8026,10
8027,10
8028,10
8029,5
8030,6
8031,8
8032,8
8033,6
8034,8
8035,5
8036,10
8037,10
8038,8
8039,10
8040,6
8041,8
8042,6
8043,8
8044,8
8045,8
8046,6
8047,7
8048,7
8049,6
8050,10
8051,10
8052,10
8053,5
8054,8
8055,10
8056,10
8057,10
8058,5
8059,10
8060,10
8061,5
8062,5
8063,5
8064,5
8065,5
8066,6
8067,8
8068,10
8069,5
8070,5
8071,8
8072,5
8073,6
8074,5
8075,8
8076,5
8077,8
8078,6
8079,8
8080,4
8081,3
8082,8
8083,8
8084,5
8085,6
8086,5
8087,6
8088,8
8089,10
8090,10
8091,6
8092,10
8093,10
8094,5
8095,10
8096,7
8097,5
8098,8
8099,8
8100,5
8101,10
8102,5
8103,7
8104,3
8105,8
8106,10
8107,8
8108,2
8109,10
8110,6
8111,10
8112,10
8113,7
8114,6
8115,10
8116,10
8117,5
8118,8
8119,8
8120,5
8121,6
8122,7
8123,10
8124,5
8125,5
8126,10
8127,5
8128,9
8129,8
8130,8
8131,3
8132,7
8133,5
8134,6
8135,3
8136,6
8137,5
8138,6
8139,7
8140,5
8141,5
8142,5
8143,7
8144,4
8145,5
8146,8
8147,8
8148,7
8149,9
8150,4
8151,8
8152,9
8153,7
8154,8
8155,9
8156,9
8157,7
8158,8
8159,8
8160,5
8161,7
8162,9
8163,7
8164,4
8165,5
8166,5
8167,10
8168,7
8169,7
8170,5
8171,7
8172,7
8173,5
8174,5
8175,5
8176,5
8177,7
8178,8
8179,6
8180,10
8181,7
8182,10
8183,4
8184,6
8185,8
8186,5
8187,6
8188,2
8189,7
8190,10
8191,6
8192,10
8193,5
8194,3
8195,7
8196,5
8197,6
8198,7
8199,4
8200,8
8201,7
8202,5
8203,8
8204,6
8205,10
8206,7
8207,4
8208,7
8209,7
8210,6
8211,4
8212,6
8213,7
8214,6
8215,6
8216,10
8217,8
8218,10
8219,5
8220,4
8221,9
8222,5
8223,5
8224,8
8225,10
8226,8
8227,8
8228,8
8229,8
8230,7
8231,10
8232,5
8233,6
8234,5
8235,5
8236,5
8237,6
8238,10
8239,2
8240,5
8241,10
8242,7
8243,5
8244,10
8245,10
8246,7
8247,7
8248,6
8249,10
8250,10
8251,10
8252,10
8253,10
8254,7
8255,10
8256,10
8257,5
8258,10
8259,5
8260,10
8261,7
8262,6
8263,10
8264,3
8265,8
8266,7
8267,5
8268,10
8269,6
8270,6
8271,6
8272,5
8273,6
8274,10
8275,10
8276,6
8277,5
8278,10
8279,5
8280,7
8281,6
8282,7
8283,10
8284,0
8285,7
8286,10
8287,10
8288,0
8289,6
8290,7
8291,5
8292,10
8293,6
8294,7
8295,5
8296,5
8297,10
8298,2
8299,5
8300,8
8301,6
8302,5
8303,5
8304,10
8305,8
8306,10
8307,3
8308,10
8309,8
8310,10
8311,10
8312,8
8313,5
8314,10
8315,6
8316,9
8317,9
8318,7
8319,10
8320,10
8321,8
8322,10
8323,10
8324,6
8325,5
8326,2
8327,6
8328,6
8329,6
8330,7
8331,5
8332,8
8333,4
8334,3
8335,10
8336,5
8337,0
8338,10
8339,8
8340,6
8341,2
8342,9
8343,8
8344,6
8345,5
8346,10
8347,10
8348,3
8349,10
8350,10
8351,8
8352,5
8353,10
8354,3
8355,6
8356,10
8357,8
8358,5
8359,5
8360,6
8361,6
8362,3
8363,6
8364,7
8365,10
8366,5
8367,5
8368,6
8369,7
8370,5
8371,8
8372,4
8373,7
8374,3
8375,5
8376,8
8377,9
8378,8
8379,7
8380,7
8381,8
8382,6
8383,6
8384,6
8385,4
8386,5
8387,6
8388,9
8389,4
8390,7
8391,6
8392,6
8393,5
8394,5
8395,5
8396,4
8397,5
8398,7
8399,6
8400,5
8401,8
8402,10
8403,10
8404,10
8405,10
8406,0
8407,5
8408,3
8409,5
8410,5
8411,3
8412,7
8413,5
8414,4
8415,5
8416,6
8417,7
8418,5
8419,6
8420,5
8421,1
8422,8
8423,6
8424,5
8425,7
8426,5
8427,2
8428,7
8429,10
8430,10
8431,8
8432,5
8433,10
8434,2
8435,4
8436,9
8437,10
8438,3
8439,5
8440,8
8441,7
8442,6
8443,10
8444,5
8445,8
8446,7
8447,4
8448,10
8449,6
8450,7
8451,6
8452,8
8453,10
8454,2
8455,4
8456,10
8457,8
8458,5
8459,5
8460,6
8461,7
8462,10
8463,3
8464,5
8465,5
8466,3
8467,8
8468,5
8469,10
8470,10
8471,4
8472,10
8473,3
8474,7
8475,3
8476,10
8477,10
8478,7
8479,6
8480,9
8481,7
8482,7
8483,6
8484,7
8485,7
8486,6
8487,4
8488,4
8489,9
8490,5
8491,7
8492,6
8493,8
8494,5
8495,6
8496,5
8497,5
8498,3
8499,2
8500,5
8501,4
8502,10
8503,10
8504,5
8505,10
8506,5
8507,10
8508,5
8509,6
8510,10
8511,10
8512,6
8513,7
8514,10
8515,5
8516,4
8517,5
8518,5
8519,10
8520,8
8521,8
8522,6
8523,5
8524,5
8525,6
8526,7
8527,8
8528,8
8529,5
8530,6
8531,5
8532,6
8533,10
8534,4
8535,7
8536,5
8537,8
8538,6
8539,5
8540,7
8541,4
8542,3
8543,5
8544,6
8545,6
8546,5
8547,5
8548,0
8549,4
8550,3
8551,8
8552,5
8553,5
8554,4
8555,9
8556,8
8557,6
8558,7
8559,5
8560,5
8561,4
8562,7
8563,10
8564,8
8565,8
8566,8
8567,8
8568,7
8569,7
8570,8
8571,8
8572,10
8573,7
8574,7
8575,7
8576,8
8577,5
8578,8
8579,6
8580,7
8581,8
8582,7
8583,7
8584,6
8585,7
8586,5
8587,5
8588,8
8589,7
8590,8
8591,7
8592,5
