ques,type
1404,0
7635,0
4650,0
7018,2
716,2
11424,0
9479,0
14942,0
12981,0
99,0
6330,0
4369,0
5736,0
11159,0
8430,0
14661,0
12700,0
14067,0
3914,0
1953,0
7416,0
5471,0
8581,2
12245,0
9260,0
15491,0
13786,0
2609,0
7151,0
4166,0
216,2
10940,0
8979,0
14442,0
12481,0
12211,1
3711,0
1750,0
6020,0
10252,2
10659,0
12026,0
10065,0
13327,0
3430,0
1469,0
12463,1
3677,1
7947,1
11745,0
8760,0
15007,0
13302,0
2125,0
164,0
6651,0
7762,0
5801,0
1435,1
14390,2
4937,1
9096,2
10440,0
14132,0
3979,0
1250,0
7481,0
5520,0
11974,2
8064,1
2930,0
12827,0
2057,2
8276,0
12546,0
13913,0
3760,0
1815,0
7278,0
8612,2
7429,2
15346,1
12091,0
10130,0
15593,0
13632,0
3495,0
6997,0
917,2
5468,3
10786,0
9081,0
15312,0
12343,0
2190,0
485,0
1596,0
7827,0
6122,0
15241,4
7210,2
10505,0
9927,0
4570,1
3276,0
1315,0
6778,0
13429,0
12208,2
6929,2
883,2
11607,0
9646,0
14853,0
13148,0
10,0
4536,0
417,2
12190,1
8341,0
14828,0
13978,0
4081,0
1096,0
7343,0
6911,2
9427,0
15658,0
13697,0
2776,0
831,0
4333,0
214,2
2088,2
11107,0
9146,0
13512,1
14353,0
2511,0
3622,0
1917,0
4916,1
8148,0
11690,1
7460,2
11937,0
10232,0
6596,1
15455,0
3341,0
612,0
6843,0
4882,0
14591,1
9544,2
948,2
11656,0
8943,0
15174,0
13213,0
2292,0
331,0
6562,0
7929,0
5968,0
10623,0
8662,0
9773,0
13028,1
14299,0
3122,0
1161,0
7648,0
4679,0
6960,2
9492,0
14955,0
10589,1
5262,1
112,0
6359,0
4398,0
12994,0
448,2
11172,0
14674,0
12713,0
13824,0
3943,0
1982,0
7189,0
2823,1
5484,0
10740,2
11851,2
14921,1
12258,0
9273,0
15504,0
13815,0
2638,0
7164,0
4179,0
10953,0
8992,0
12510,0
2357,0
1763,0
6033,0
10672,0
10094,0
13340,0
3443,0
1482,0
6689,0
5247,1
13059,0
2138,0
6408,0
7791,0
5830,0
8127,2
8508,0
14739,0
14145,0
3992,0
1279,0
7510,0
5549,0
11299,0
2703,0
4244,0
2086,2
5515,1
2271,2
8289,0
14520,0
12575,0
3789,0
1828,0
7291,0
5330,0
12104,0
10159,0
15366,0
13661,0
5049,0
9542,2
930,2
6393,2
10815,0
8854,0
12356,0
2203,0
498,0
1609,0
7840,0
5895,0
745,1
11222,2
5031,1
15270,4
10534,0
11901,0
9940,0
14210,0
3289,0
1328,0
7575,0
4846,0
11620,0
9659,0
14866,0
13161,0
3008,0
4565,0
5676,0
446,2
10315,0
14841,0
14007,0
1125,0
7356,0
5,1
4778,2
14400,1
12169,0
9440,0
13726,0
2805,0
5210,1
7075,0
4346,0
11120,0
9175,0
12421,0
2524,0
3635,0
1674,0
8161,0
7041,1
14124,2
11966,0
378,1
10005,0
13507,0
3354,0
625,0
6856,0
4911,0
15468,0
8956,0
15187,0
13226,0
4726,1
344,0
7702,0
5997,0
10380,0
8675,0
9786,0
14312,0
3151,0
1190,0
7677,0
2287,1
12154,2
12083,2
573,2
9505,0
14968,0
13023,0
2870,0
6372,0
4411,0
15304,2
12335,2
11185,0
8200,0
14703,0
12742,0
4994,1
3956,0
1995,0
7202,0
13853,0
12287,0
9302,0
15533,0
13572,0
2651,0
690,0
6921,0
9021,0
15252,0
12523,0
409,0
1776,0
6062,0
7335,2
10701,0
10107,0
13106,1
13353,0
3200,0
1511,0
6718,0
4757,0
823,2
11531,0
15033,0
13072,0
206,0
6437,0
7804,0
5843,0
4979,1
10482,0
8521,0
14752,0
4021,0
15015,1
7523,0
6906,2
604,2
11312,0
12869,0
2716,0
1011,0
6218,0
4257,0
11047,0
8318,0
14549,0
12588,0
5096,1
3802,0
1841,0
8072,0
5359,0
8469,2
12133,0
10172,0
15379,0
13674,0
3521,0
536,0
7039,0
10828,0
8867,0
12369,0
271,0
1638,0
7869,0
5908,0
2045,2
14072,2
3935,2
8586,0
86,1
9953,0
3318,0
1357,0
7588,0
4859,0
11633,0
9672,0
1940,1
12934,0
3037,0
52,0
6283,0
14895,0
5689,0
14463,2
8057,2
10328,0
8383,0
14614,0
14020,0
3867,0
1138,0
7369,0
3003,1
12198,0
13739,0
7088,0
4119,0
15234,4
10893,0
9188,0
14395,0
2537,0
4958,1
1703,0
8190,0
7317,2
10018,0
6638,1
13520,0
15481,0
1422,0
6885,0
5171,1
11698,0
3198,1
8713,0
373,0
6604,0
7715,0
6010,0
8122,2
8688,0
14085,0
1203,0
7434,0
4705,0
515,2
11495,0
13036,0
2883,0
4424,0
2266,2
12348,2
11214,0
8229,0
14716,0
12755,0
13866,0
2008,0
7231,0
9932,2
12044,0
9315,0
15546,0
13585,0
2664,0
6950,0
4221,0
10995,0
9034,0
15265,0
12536,0
2399,0
4804,1
1549,0
6075,0
15080,1
10714,0
11825,0
3229,0
1524,0
6731,0
4770,0
836,2
7067,2
11544,0
8831,0
15062,0
2948,0
11807,1
6450,0
4489,0
3451,1
5856,0
6697,1
8550,0
14781,0
14187,0
4034,0
7536,0
5591,0
9380,0
12882,0
2729,0
6247,0
4286,0
15179,2
11060,0
9099,0
14562,0
12601,0
2448,0
3831,0
1870,0
8101,0
2711,1
5372,0
8482,2
9849,2
12146,0
10185,0
15392,0
13447,0
3550,0
565,0
6796,0
11273,2
10841,0
8880,0
15127,0
12398,0
2245,0
284,0
1651,0
7882,0
5921,0
15296,4
12549,2
5057,1
1987,2
10560,0
2828,1
8615,0
9982,0
14252,0
3075,0
1370,0
7601,0
4616,0
11406,0
14908,0
12947,0
65,0
6296,0
4607,0
5718,0
2177,2
8015,2
8396,0
10357,0
14627,0
14033,0
3880,0
1935,0
7398,0
5437,0
9667,1
2328,1
9226,0
13752,0
2591,0
14593,1
7117,0
4132,0
9201,0
2310,0
1716,0
2813,1
10625,0
11992,0
10047,0
13549,0
3396,0
6898,0
15661,2
818,2
7049,2
14726,1
11727,0
8742,0
130,0
6617,0
7728,0
5783,0
4919,1
11286,1
10422,0
8461,0
6176,1
14098,0
3177,0
1216,0
7463,0
4734,0
6599,1
528,2
7031,2
11508,0
13049,0
2896,0
951,0
6158,0
4453,0
11227,0
8242,0
766,1
12768,0
5036,1
3742,0
14473,0
7244,0
5283,0
10539,2
14231,2
12057,0
15575,0
13614,0
3461,0
732,0
13861,1
10752,0
9063,0
15294,0
12309,0
2412,0
451,0
1562,0
8049,0
6088,0
10743,0
9893,0
13395,0
1281,0
6744,0
4799,0
2625,2
11573,0
15075,0
13114,0
2961,0
232,0
6479,0
4518,0
5885,0
7997,2
11388,1
10268,0
14794,0
7062,1
14200,0
4063,0
15041,1
7309,0
5604,0
11971,2
3375,2
12648,1
9393,0
15624,0
12911,0
2758,0
2141,2
7778,2
11073,0
9112,0
13494,1
12630,0
2477,0
3588,0
1883,0
8114,0
5129,0
9807,2
3156,2
10214,0
15421,0
3563,0
578,0
6809,0
14557,1
9597,2
985,2
10870,0
8909,0
15140,0
2258,0
297,0
6528,0
12141,1
5950,0
13929,2
8628,0
9739,0
14265,0
3088,0
1399,0
7630,0
4645,0
10146,2
9307,2
526,2
7013,2
711,2
11419,0
9714,0
12960,0
6325,0
4364,0
5731,0
10802,2
8028,2
8409,0
11138,0
12695,0
14640,0
3909,0
1948,0
7411,0
3045,1
5450,0
9856,2
396,1
9255,0
2604,0
4145,0
6513,2
10935,0
8974,0
14437,0
4984,1
3690,0
1729,0
7960,0
11774,1
5398,2
15020,1
10654,0
12021,0
10060,0
13562,0
1448,0
6671,0
5213,1
9372,2
11740,0
8755,0
14986,0
13281,0
2104,0
159,0
7757,0
5796,0
10435,0
8474,0
14127,0
3974,0
1245,0
7476,0
13510,2
11018,1
13942,1
9560,0
12822,0
2925,0
964,0
6171,0
4466,0
1211,1
11240,0
3508,1
8271,0
12797,0
3755,0
1794,0
7257,0
5296,0
8607,2
10125,0
15588,0
13627,0
3474,0
6976,0
12763,1
9076,0
15307,0
12322,0
2425,0
464,0
1591,0
7822,0
6117,0
4997,1
3872,2
10500,0
11867,0
9906,0
13408,0
3271,0
1310,0
6773,0
4812,0
693,2
8354,1
11586,0
9625,0
15088,0
13143,0
2990,0
6492,0
4531,0
5642,0
10969,2
8010,2
10281,0
8320,0
14823,0
13973,0
4076,0
1091,0
7322,0
5617,0
11984,2
3388,2
14382,1
11383,0
9422,0
15653,0
12924,0
2771,0
810,0
5176,1
4312,0
2154,2
2083,2
11102,0
9141,0
12643,0
2490,0
3601,0
1896,0
8143,0
11349,1
9820,2
7455,2
11932,0
10227,0
15434,0
13473,0
3576,0
6838,0
4877,0
6221,2
943,2
11651,0
8922,0
15153,0
4692,1
326,0
6557,0
7924,0
5963,0
5099,1
11466,1
13887,2
10602,0
8641,0
9752,0
3117,0
7643,0
4658,0
7026,2
11432,0
9487,0
14950,0
12989,0
2836,0
107,0
6338,0
4377,0
5744,0
443,2
11167,0
8438,0
14669,0
12708,0
4192,1
3922,0
1961,0
7168,0
5479,0
8589,2
10735,2
14075,0
10982,1
4791,2
9268,0
15499,0
2617,0
656,0
7159,0
4174,0
10948,0
8987,0
14450,0
12489,0
2336,0
391,0
1758,0
6028,0
3870,2
10667,0
10073,0
13335,0
3438,0
1477,0
6684,0
12185,2
6252,2
11753,0
8768,0
1036,1
13310,0
2133,0
172,0
7770,0
5809,0
1443,1
14398,2
4945,1
3836,2
10448,0
14140,0
3987,0
1258,0
7489,0
5528,0
11982,2
13452,2
11294,0
12835,0
6184,0
4239,0
12403,2
11013,0
8284,0
14515,0
12554,0
5078,1
13921,0
1823,0
7286,0
15354,1
2216,1
10138,0
12099,0
13640,0
3503,0
15601,0
7005,0
5044,0
9521,2
2886,2
925,2
8833,0
2198,0
493,0
15583,1
7835,0
3469,1
6130,0
10513,0
4578,1
3284,0
1323,0
7554,0
4825,0
9318,2
13437,0
11615,0
9654,0
14861,0
18,0
6505,0
4544,0
5671,0
10927,2
425,2
10310,0
14836,0
13986,0
4089,0
1104,0
7351,0
10052,2
12434,1
9435,0
15666,0
13705,0
7070,0
4341,0
11732,2
8747,2
11115,0
9154,0
12656,0
4924,1
2519,0
3630,0
1669,0
8156,0
10242,2
7468,2
9984,0
15463,0
13502,0
620,0
6851,0
4890,0
5137,1
956,2
11664,0
3164,1
8951,0
13221,0
2300,0
339,0
6570,0
7681,0
3571,1
5976,0
15182,0
13900,2
9534,1
10375,0
8670,0
9781,0
14307,0
3130,0
1169,0
7656,0
4687,0
15580,2
11461,0
9500,0
14963,0
13002,0
2849,0
120,0
5270,1
4406,0
6367,0
11180,0
8195,0
14682,0
12721,0
13832,0
3951,0
1990,0
7197,0
8602,2
12266,0
9281,0
15512,0
13823,0
2646,0
685,0
6916,0
4187,0
3053,2
10961,0
9000,0
13382,1
12518,0
2365,0
15247,0
1771,0
6041,0
8568,2
4068,2
10680,0
10102,0
13348,0
1490,0
12214,2
873,2
11526,0
8797,0
15028,0
13067,0
185,0
7799,0
5838,0
10477,0
8516,0
768,1
14153,0
4000,0
1031,0
7518,0
5557,0
13289,1
11924,2
599,2
11307,0
12848,0
6213,0
4252,0
11714,2
10875,2
2094,2
7916,2
8297,0
11026,0
12583,0
13950,0
3797,0
1836,0
14528,0
6179,1
12112,0
10167,0
15374,0
13669,0
3516,0
531,0
10823,0
8862,0
15349,0
12364,0
2211,0
506,0
1617,0
7848,0
5903,0
11230,2
5039,1
10542,0
3050,1
9948,0
14218,0
3297,0
1336,0
7583,0
4854,0
15562,2
648,2
11628,0
14874,0
13169,0
47,0
6278,0
4573,0
5684,0
15281,2
14015,0
3862,0
1133,0
7364,0
5403,0
10730,2
13151,1
14408,1
6676,2
12177,0
9448,0
13734,0
5218,1
852,0
7083,0
4098,0
11128,0
9183,0
12429,0
2532,0
3643,0
1682,0
8169,0
8566,2
11391,1
8495,2
13268,1
10013,0
15476,0
13515,0
3362,0
633,0
6864,0
4231,2
8708,0
11693,0
13234,0
15195,0
352,0
7710,0
6005,0
14507,2
10388,0
8683,0
9794,0
14320,0
3159,0
1198,0
4700,0
581,2
9513,0
13031,0
2878,0
4419,0
11193,0
8208,0
14711,0
12750,0
5002,1
3964,0
2003,0
5249,0
11872,2
12039,0
9310,0
15541,0
13580,0
2659,0
698,0
10990,0
9029,0
15260,0
12531,0
2378,0
1784,0
6070,0
10709,0
11820,0
13361,0
3208,0
1519,0
6726,0
4765,0
646,2
11539,0
8810,0
1078,1
13080,0
6445,0
4484,0
5851,0
4987,1
11354,1
10490,0
8529,0
14760,0
11761,1
4029,0
1044,0
7531,0
5570,0
14182,0
6411,1
6658,2
9375,0
12877,0
2724,0
1019,0
6226,0
4265,0
11055,0
9094,0
12596,0
2443,0
3810,0
1849,0
5104,1
5367,0
8080,0
8477,2
5518,2
10180,0
13682,0
3529,0
6791,0
5086,0
10836,0
8875,0
15106,0
12377,0
2224,0
279,0
1646,0
7877,0
3511,1
5916,0
12107,1
8443,2
8594,0
94,1
9961,0
14247,0
3326,0
1365,0
4611,0
12073,2
11641,0
9680,0
14903,0
12942,0
60,0
6291,0
5697,0
12224,1
10336,0
8391,0
14622,0
3875,0
1146,0
7377,0
3011,1
11870,2
5679,1
9221,0
13747,0
2570,0
865,0
7096,0
3841,1
10901,0
9196,0
14403,0
12442,0
2545,0
4966,1
1711,0
7942,0
10026,0
6646,1
13528,0
3391,0
1430,0
6893,0
5179,1
12840,2
8721,0
15208,0
381,0
7723,0
5762,0
10401,0
8696,0
14093,0
3172,0
7442,0
4713,0
594,2
523,2
11503,0
13044,0
2891,0
4432,0
8237,0
14468,0
11469,1
3721,0
2016,0
7239,0
5278,0
13874,0
14281,2
12052,0
15554,0
13593,0
2672,0
727,0
6958,0
9474,2
11003,0
9042,0
15273,0
12288,0
2407,0
1557,0
8044,0
6083,0
10722,0
5395,2
11833,0
3237,0
1532,0
6739,0
844,2
11552,0
9607,0
15070,0
13109,0
2956,0
227,0
6458,0
4497,0
5864,0
11815,1
6705,1
10263,0
8558,0
14789,0
14195,0
4042,0
1057,0
7544,0
5599,0
9388,0
15619,0
12890,0
2737,0
776,0
5158,1
4294,0
11068,0
9107,0
14570,0
12609,0
2456,0
3839,0
1878,0
8109,0
5124,0
10193,0
15400,0
3558,0
6804,0
2941,2
10849,0
8888,0
1156,1
12406,0
2253,0
292,0
1659,0
7890,0
5929,0
15135,0
5065,1
10568,0
8623,0
9734,0
3083,0
1378,0
7609,0
2219,1
4624,0
11414,0
9709,0
12955,0
3058,0
73,0
6304,0
4359,0
5726,0
10797,2
2185,2
8023,2
10365,0
13794,1
12674,0
14041,0
3888,0
1943,0
7406,0
5445,0
14635,0
11812,2
12219,0
9234,0
13760,0
2599,0
894,0
7125,0
2167,2
11778,1
10914,0
9209,0
14416,0
2318,0
3685,0
1724,0
7955,0
2565,1
10297,2
13989,2
5377,2
10633,0
12000,0
10055,0
13557,0
3404,0
9367,2
7057,2
11735,0
8750,0
14981,0
13276,0
2099,0
138,0
6625,0
7736,0
5791,0
4927,1
2435,2
10430,0
14106,0
3185,0
1224,0
7471,0
5510,0
11516,0
12801,0
2904,0
6166,0
4461,0
3167,1
11235,0
8250,0
14481,0
12776,0
3750,0
7252,0
10547,2
14239,2
4674,2
12065,0
1604,1
13622,0
740,0
6971,0
5010,0
5257,1
10760,0
9071,0
12317,0
2420,0
1570,0
6096,0
6937,1
10751,0
5408,2
9901,0
11862,0
13156,1
3250,0
1289,0
6752,0
4807,0
13403,0
11581,0
9620,0
15083,0
13122,0
2969,0
240,0
4526,0
5637,0
8005,2
3648,2
10276,0
14802,0
4071,0
1086,0
15049,1
5612,0
11979,2
3383,2
9401,0
15632,0
12919,0
2766,0
805,0
4307,0
13070,2
2149,2
15200,2
7786,2
11081,0
9120,0
14343,0
12638,0
2485,0
1891,0
771,1
14750,2
9815,2
10222,0
15429,0
13468,0
586,0
6817,0
9349,2
993,2
8917,0
15148,0
13187,0
305,0
6536,0
5958,0
10597,0
8636,0
9747,0
14273,0
3096,0
1407,0
7638,0
4653,0
7021,2
719,2
11427,0
14929,0
12968,0
102,0
6333,0
4372,0
5739,0
10810,2
2214,2
509,2
8036,2
8417,0
11146,0
12703,0
11393,1
3917,0
1956,0
7419,0
5458,0
14070,0
14648,0
9864,2
4841,2
12232,0
404,1
9263,0
13789,0
2612,0
651,0
7138,0
4153,0
15494,0
6521,2
8982,0
14445,0
12484,0
2331,0
3698,0
1737,0
7968,0
6023,0
8365,2
10255,2
10662,0
12029,0
10068,0
13314,0
3417,0
1456,0
6679,0
5221,1
11748,0
8763,0
14994,0
2112,0
167,0
7765,0
5804,0
3646,2
10443,0
1006,1
14135,0
3982,0
1253,0
7484,0
3365,2
9568,0
12830,0
2933,0
5338,1
4474,0
15198,2
4721,1
11248,0
8279,0
14510,0
13916,0
3763,0
1802,0
7265,0
5304,0
12094,0
10133,0
15596,0
13635,0
753,0
6984,0
12771,1
2865,2
10789,0
9084,0
15315,0
12330,0
1599,0
7830,0
6125,0
735,1
10508,0
3016,1
9914,0
13416,0
3279,0
1318,0
6781,0
4820,0
8362,1
11594,0
9633,0
15096,0
13,0
6500,0
4539,0
5650,0
8018,2
10289,0
8328,0
14831,0
13981,0
4084,0
1099,0
7330,0
5625,0
9862,2
13700,0
2779,0
5184,1
4320,0
1065,1
2162,2
2091,2
11110,0
9149,0
14356,0
12651,0
2498,0
3609,0
11357,1
8151,0
9828,2
11940,0
10235,0
15442,0
13481,0
3328,0
615,0
6846,0
4885,0
9362,2
9547,2
11659,0
8930,0
15161,0
13200,0
2295,0
334,0
6565,0
7932,0
5971,0
5107,1
11474,1
13895,2
10610,0
8649,0
9760,0
14302,0
3125,0
1164,0
4666,0
15390,2
9328,2
6963,2
11440,0
9495,0
14958,0
12997,0
115,0
4385,0
5752,0
11175,0
8446,0
14677,0
12716,0
13827,0
3930,0
1969,0
7176,0
5487,0
12261,0
9276,0
15507,0
7167,0
4182,0
12929,2
9612,2
10956,0
8995,0
14458,0
12497,0
399,0
1766,0
6036,0
8563,2
10675,0
10081,0
13343,0
3446,0
1485,0
6692,0
2573,2
6260,2
4299,2
8776,0
15023,0
13062,0
180,0
5817,0
4953,1
11320,1
10456,0
14742,0
14148,0
3995,0
1266,0
7497,0
6633,1
11919,2
13460,2
11302,0
12843,0
2690,0
6192,0
4247,0
2073,2
12411,2
7911,2
8292,0
11021,0
14523,0
3776,0
1831,0
7294,0
5333,0
9810,2
13648,0
5052,0
8841,0
15328,0
12359,0
2206,0
501,0
1612,0
7843,0
6138,0
10521,0
11888,0
9943,0
4586,1
3292,0
1331,0
7562,0
4833,0
9326,2
14213,0
643,2
11623,0
9662,0
14869,0
13164,0
5416,1
26,0
4552,0
4815,1
12476,2
2323,2
12206,1
10318,0
8357,0
14844,0
13994,0
1112,0
7359,0
9443,0
15674,0
13713,0
7078,0
4349,0
6461,2
11123,0
9162,0
14369,0
12664,0
4932,1
2527,0
1677,0
3638,0
8164,0
10250,2
4315,1
11706,1
11953,0
9992,0
6612,1
11089,1
3357,0
15471,0
6859,0
4898,0
1899,1
5145,1
11672,0
8959,0
15190,0
13229,0
347,0
6578,0
7689,0
3579,1
5984,0
13908,2
10383,0
8678,0
9789,0
14315,0
3138,0
1177,0
4695,0
12157,2
14971,0
13010,0
2857,0
6375,0
4414,0
1159,1
11188,0
8203,0
14690,0
12729,0
13840,0
3959,0
1998,0
7205,0
5500,0
8610,2
12274,0
9289,0
15520,0
13575,0
2654,0
13390,1
9008,0
15255,0
12526,0
2373,0
1779,0
13797,1
6049,0
12677,2
10688,0
10110,0
13356,0
1498,0
2586,2
881,2
11534,0
8805,0
15036,0
13075,0
11781,1
193,0
6424,0
7807,0
5846,0
14348,2
10485,0
8524,0
14755,0
14161,0
4008,0
1039,0
7526,0
5565,0
13297,1
6909,2
607,2
11315,0
9354,0
12856,0
2719,0
4260,0
13192,2
11034,0
8305,0
14536,0
12591,0
2438,0
3805,0
1844,0
8075,0
5346,0
10175,0
15382,0
13677,0
3524,0
946,2
10831,0
8870,0
14260,1
12372,0
15357,0
258,0
1625,0
7856,0
5911,0
761,1
5294,2
14916,1
10550,0
9956,0
14226,0
3305,0
1344,0
7591,0
4862,0
11636,0
9675,0
14882,0
13177,0
3024,0
55,0
6286,0
4581,0
5692,0
10331,0
8370,0
14601,0
14023,0
1141,0
10738,2
5411,0
11849,2
9456,0
13742,0
5226,1
7091,0
4106,0
6403,2
10880,0
9191,0
15237,4
12437,0
2540,0
12167,1
1690,0
8177,0
8574,2
8503,2
10021,0
15484,0
13523,0
3370,0
1409,0
6872,0
12659,1
11701,0
8716,0
15203,0
13242,0
2065,0
360,0
6607,0
7718,0
6013,0
4893,1
8125,2
3768,2
10396,0
8691,0
9802,0
11667,1
14328,0
1206,0
7437,0
4708,0
589,2
13039,0
4427,0
15320,2
12351,2
11201,0
8216,0
14719,0
12758,0
13869,0
3716,0
2011,0
7218,0
11880,2
9935,2
15549,0
13588,0
2667,0
706,0
4208,0
10998,0
9037,0
12539,0
2386,0
6078,0
7422,2
10717,0
11828,0
13369,0
3216,0
1527,0
6734,0
4773,0
407,1
12164,2
654,2
2784,2
839,2
11547,0
8818,0
13088,0
2951,0
222,0
6453,0
4492,0
5859,0
11362,1
8537,0
14190,0
4037,0
1052,0
7539,0
5578,0
15031,1
3596,1
9383,0
12885,0
2732,0
6234,0
4273,0
11063,0
9102,0
14565,0
12604,0
2451,0
3818,0
1857,0
5112,1
8088,0
8485,2
10878,1
12149,0
10188,0
15395,0
13690,0
3537,0
6799,0
10844,0
8883,0
15114,0
12385,0
2232,0
287,0
1654,0
7885,0
5924,0
14497,2
15299,4
9722,1
10563,0
5492,2
9969,0
14255,0
3078,0
1373,0
7604,0
4619,0
12081,2
12367,1
9688,0
14911,0
12950,0
68,0
6299,0
4594,0
5705,0
15318,2
10344,0
8399,0
14630,0
3883,0
1922,0
7385,0
5424,0
11878,2
4736,2
9229,0
13755,0
2578,0
7104,0
6416,2
10909,0
9204,0
14411,0
12450,0
2553,0
3664,0
1719,0
4974,1
7950,0
14747,2
10628,0
11995,0
10034,0
6654,1
13536,0
3399,0
1438,0
6901,0
5187,1
8729,0
15216,0
13271,0
11961,1
133,0
7731,0
5770,0
12654,2
5153,2
8067,2
10409,0
14101,0
3180,0
1219,0
7450,0
602,2
11511,0
9550,0
13052,0
2899,0
938,0
6145,0
4440,0
5974,2
3482,1
8245,0
14476,0
13882,0
3729,0
2024,0
7247,0
7654,2
472,1
13601,0
2680,0
5005,0
9482,2
10755,0
9050,0
12296,0
2415,0
454,0
1565,0
6091,0
10323,2
2998,1
11841,0
3245,0
1284,0
6747,0
4786,0
11560,0
9615,0
13117,0
2964,0
235,0
4505,0
5872,0
1753,2
9430,1
10271,0
14797,0
14203,0
4050,0
7296,0
5607,0
13330,2
9396,0
1904,1
10493,1
2745,0
5166,1
6263,0
4302,0
12898,0
1047,1
6414,2
11076,0
9115,0
14578,0
12617,0
2464,0
3591,0
1886,0
8117,0
5132,0
11323,1
11906,0
10201,0
15408,0
13463,0
6812,0
6380,2
10857,0
8896,0
15143,0
12414,0
2261,0
300,0
6531,0
7898,0
5937,0
5073,1
10576,0
8631,0
9742,0
6346,1
3091,0
1386,0
7617,0
4632,0
12110,2
513,2
4200,2
9717,0
14924,0
12963,0
3066,0
81,0
6312,0
4367,0
5734,0
10805,2
8031,2
8412,0
11141,0
12682,0
13802,1
3896,0
1951,0
7414,0
5453,0
63,1
14049,0
4589,1
9859,2
12227,0
9242,0
13768,0
2607,0
7133,0
4148,0
2175,2
11786,1
10922,0
8961,0
12479,0
3693,0
1732,0
7963,0
10641,0
12008,0
10063,0
13565,0
1451,0
11743,0
8758,0
14989,0
13284,0
7744,0
5799,0
4935,1
10438,0
14114,0
3193,0
1232,0
7479,0
544,2
12562,1
11268,0
12809,0
2912,0
4469,0
11243,0
8258,0
14489,0
12784,0
13911,0
3758,0
1797,0
7260,0
10555,2
7596,2
10112,0
15591,0
13630,0
3477,0
748,0
6979,0
5265,1
10768,0
9079,0
15310,0
12325,0
2428,0
467,0
1578,0
7809,0
6104,0
14028,2
10503,0
9909,0
13411,0
3258,0
1297,0
6760,0
4127,2
9628,0
11589,0
13130,0
2977,0
248,0
15091,0
4534,0
5645,0
15242,2
8013,2
3656,2
12172,1
10284,0
8323,0
14810,0
4079,0
1094,0
7325,0
2959,1
5620,0
11987,2
9409,0
15640,0
2774,0
813,0
7044,0
13263,2
9128,0
14351,0
12646,0
2493,0
3604,0
8130,0
9823,2
11935,0
10230,0
15437,0
13476,0
6825,0
4864,0
9357,2
11654,0
8925,0
15156,0
13195,0
2274,0
313,0
6544,0
7927,0
5966,0
13945,2
10605,0
8644,0
9755,0
3104,0
7646,0
4661,0
12393,1
7893,1
9323,2
7029,2
11435,0
14937,0
12976,0
2839,0
110,0
6341,0
4380,0
5747,0
11154,0
8425,0
14656,0
12711,0
14078,0
3925,0
14919,1
5466,0
9872,2
12240,0
412,1
9271,0
15502,0
2620,0
7146,0
4161,0
10951,0
8990,0
14453,0
12492,0
4744,1
3706,0
1745,0
6031,0
4143,1
10670,0
10076,0
13322,0
3425,0
1464,0
6687,0
14419,1
5229,1
6255,2
8771,0
15002,0
12003,1
175,0
6406,0
7773,0
5812,0
14385,2
3654,2
10451,0
8490,0
1014,1
14721,0
14143,0
3990,0
1261,0
7492,0
5531,0
11969,2
13455,2
11281,0
9576,0
12838,0
6187,0
4226,0
12120,1
11256,0
8287,0
12557,0
1810,0
7273,0
5312,0
12102,0
10141,0
15604,0
13643,0
5047,0
13026,2
12338,0
480,0
1607,0
7838,0
6133,0
743,1
8404,2
10516,0
9922,0
13424,0
3287,0
1326,0
7557,0
4828,0
709,2
4140,2
9641,0
11602,0
7372,1
13159,0
21,0
14848,0
4547,0
5658,0
2389,2
12471,2
8026,2
14839,0
4092,0
1107,0
7338,0
9870,2
9438,0
15669,0
13708,0
5192,1
826,0
1073,1
11118,0
9157,0
2506,0
3617,0
1912,0
8159,0
2753,1
5174,0
11365,1
15240,4
9836,2
9987,0
15450,0
13489,0
3336,0
623,0
6854,0
9370,2
9555,2
959,2
8938,0
15169,0
13208,0
2303,0
342,0
6573,0
7684,0
11482,1
13903,2
10618,0
5291,2
8657,0
9768,0
14310,0
3133,0
1172,0
15398,2
9336,2
11448,0
9503,0
13005,0
2852,0
123,0
6354,0
4393,0
459,2
11183,0
8198,0
14685,0
12724,0
13835,0
3938,0
1977,0
7184,0
5495,0
89,1
8605,2
12269,0
9284,0
1536,1
13810,0
2633,0
672,0
6919,0
4190,0
15515,0
6487,2
9003,0
12505,0
2352,0
12235,1
1774,0
2615,1
6044,0
8571,2
13952,2
10683,0
11794,0
10089,0
13351,0
3454,0
1493,0
14768,1
6268,2
11769,0
8784,0
188,0
5825,0
14414,2
4961,1
11328,1
10464,0
8519,0
14156,0
4003,0
1274,0
7505,0
5544,0
6641,1
11927,2
3386,2
11310,0
2698,0
6200,0
4255,0
2081,2
7919,2
8300,0
11029,0
12570,0
5094,1
3784,0
1839,0
8070,0
5341,0
9818,2
13937,0
14531,0
10154,0
15361,0
13656,0
3519,0
534,0
2831,2
8849,0
15336,0
1620,0
7851,0
5890,0
10529,0
9951,0
14221,0
3300,0
1339,0
7570,0
9334,2
11631,0
9670,0
14877,0
13172,0
3019,0
34,0
4560,0
5687,0
10943,2
441,2
10326,0
14002,0
3849,0
1120,0
7367,0
2985,1
5406,0
10733,2
9451,0
13721,0
7086,0
4101,0
6469,2
11131,0
9170,0
14377,0
12416,0
2535,0
4940,1
1685,0
10258,2
4053,2
5523,2
10000,0
6620,1
15479,0
636,0
6867,0
4906,0
1907,1
