stu,skill,crtRatio
2008,95,1.0
22,39,1.0
439,54,1.0
3272,50,0.4166666666666667
842,76,1.0
3324,107,0.6666666666666666
1124,23,0.6
3259,73,1.0
264,16,0.8
954,67,0.0
258,93,0.8333333333333334
2093,22,1.0
3304,3,0.0
146,4,1.0
3315,91,0.8888888888888888
3285,22,0.5555555555555556
29,76,1.0
30,118,0.8
1466,20,0.03571428571428571
939,119,0.6031746031746031
1992,22,1.0
84,46,0.0
2269,119,0.14285714285714285
239,22,1.0
2912,49,0.5
106,99,1.0
3321,103,0.0
267,69,1.0
244,118,0.9090909090909091
3288,65,0.75
79,114,1.0
244,107,0.7777777777777778
150,15,1.0
2077,120,1.0
3292,17,0.8181818181818182
168,91,0.8
2141,99,0.5714285714285714
145,96,0.6666666666666666
248,96,0.6
507,41,0.4166666666666667
2851,74,1.0
317,95,1.0
903,96,0.7777777777777778
3270,96,1.0
2734,52,1.0
2008,58,0.75
579,59,0.6
3320,15,0.8888888888888888
997,18,1.0
1345,86,0.0
2046,76,1.0
3324,103,1.0
189,53,0.5
1671,85,0.6
328,108,1.0
2060,29,0.5
569,91,0.0
2583,85,0.0
3266,51,0.8
861,27,0.2777777777777778
1055,3,0.0
610,96,1.0
3134,118,0.6
587,84,1.0
3266,107,0.42105263157894735
2034,119,1.0
51,99,1.0
1171,22,1.0
200,118,0.8125
3235,29,0.8
8,84,1.0
3265,17,0.4
3024,71,0.0
73,62,0.0
3276,107,0.8
1516,111,0.0
2894,86,0.0
3320,34,0.5
470,109,0.5555555555555556
1480,110,0.4166666666666667
2426,13,1.0
250,92,0.875
900,107,0.8181818181818182
78,76,1.0
149,68,1.0
3270,38,0.0
2818,93,0.0
453,28,0.6666666666666666
3051,18,0.875
965,77,1.0
241,107,0.8333333333333334
3315,110,1.0
1991,15,1.0
570,113,0.75
1619,118,0.25
34,29,0.875
809,7,1.0
625,62,1.0
160,103,1.0
1990,111,0.0
85,99,1.0
1553,74,0.625
2238,95,0.0
3287,64,0.5
3288,50,0.9090909090909091
2458,121,1.0
2566,112,0.6
3254,96,0.75
2002,59,1.0
3319,30,1.0
1457,87,0.6
2137,22,1.0
3257,96,1.0
1171,51,0.75
2740,117,1.0
416,85,0.0
317,54,0.8571428571428571
2048,15,1.0
3265,93,0.875
2559,49,0.75
653,3,1.0
492,107,0.7
2790,95,1.0
2790,4,1.0
264,73,0.7142857142857143
288,79,1.0
730,19,1.0
22,47,0.75
2492,13,1.0
137,45,0.8
2040,29,1.0
3328,4,0.8333333333333334
2723,106,0.25
428,71,1.0
1405,6,0.5
3309,67,0.9130434782608695
1055,38,0.0
1250,79,0.6666666666666666
155,30,1.0
873,107,0.8333333333333334
2679,84,0.0
2918,108,1.0
3153,118,0.5
1995,61,0.5714285714285714
177,96,0.75
15,84,1.0
2001,120,1.0
967,120,0.8571428571428571
63,95,0.6923076923076923
228,103,1.0
2054,61,0.625
2561,117,0.75
187,51,0.8571428571428571
2955,93,0.75
1263,119,0.7142857142857143
3087,18,0.6666666666666666
174,76,0.6
1259,28,0.30434782608695654
3256,37,0.9230769230769231
3000,119,1.0
1004,27,0.8888888888888888
3271,67,0.7142857142857143
443,66,1.0
2008,50,1.0
439,3,1.0
603,62,0.0
3293,92,0.8888888888888888
258,86,0.5161290322580645
167,4,0.8888888888888888
1999,41,0.8571428571428571
159,93,0.9333333333333333
3213,14,1.0
86,4,0.6666666666666666
241,121,0.43478260869565216
630,105,0.0
2509,18,0.5
167,38,0.8
2437,76,0.8571428571428571
3286,44,1.0
1110,22,0.0
1946,22,1.0
425,21,0.6538461538461539
1249,85,1.0
2256,119,0.5454545454545454
2834,50,0.9090909090909091
1293,81,1.0
40,18,1.0
2894,49,1.0
434,22,1.0
1579,79,1.0
262,121,0.75
769,49,0.375
2945,15,1.0
763,28,1.0
223,33,1.0
2202,79,1.0
2122,119,0.07142857142857142
167,18,0.9
113,69,1.0
72,59,0.68
2276,22,0.0
2410,29,0.55
185,121,0.42857142857142855
157,97,1.0
911,118,0.7647058823529411
3264,41,0.7
3324,114,1.0
485,99,0.7857142857142857
2430,117,0.0
254,79,1.0
3304,56,1.0
268,112,0.6
594,118,0.55
234,118,1.0
470,71,0.7142857142857143
1815,71,0.3
3283,113,0.5714285714285714
2605,2,1.0
163,93,0.8
2750,22,0.0
2927,37,0.8333333333333334
177,67,0.0
5,91,1.0
332,93,1.0
256,17,0.7272727272727273
1293,15,0.0
73,116,0.0
312,100,1.0
467,76,0.5
1267,79,1.0
373,112,0.0
434,84,0.0
500,107,0.7777777777777778
262,100,1.0
149,81,1.0
3274,90,0.5
294,30,0.75
190,73,0.8181818181818182
2326,118,0.38461538461538464
249,52,1.0
147,71,0.8461538461538461
167,86,0.5
1250,119,0.8
2323,120,0.21739130434782608
2492,117,0.75
89,119,1.0
156,32,1.0
137,114,1.0
456,18,0.8333333333333334
286,90,0.8333333333333334
3329,67,0.9375
1516,28,0.6153846153846154
2002,38,1.0
2176,95,0.0
505,38,0.0
1427,120,0.6
2831,74,1.0
3257,30,1.0
3257,117,1.0
2740,64,1.0
1048,73,0.5
1465,20,0.5
175,79,0.6
601,27,0.23809523809523808
2165,95,0.5
3285,33,0.5
299,96,0.0
793,86,0.4
2706,58,0.0
2006,54,1.0
1828,38,0.0
3318,50,0.8333333333333334
570,27,0.8
2063,120,0.25
3264,4,1.0
425,99,0.8333333333333334
65,21,0.6923076923076923
2052,5,0.6923076923076923
22,85,0.0
250,47,0.6363636363636364
2421,65,1.0
2766,17,0.75
316,6,0.0
246,37,0.8461538461538461
567,76,1.0
2872,50,1.0
3311,112,1.0
428,50,1.0
3291,113,1.0
3282,2,0.9166666666666666
853,84,0.5517241379310345
292,113,1.0
360,73,0.875
1250,84,1.0
887,120,0.11764705882352941
259,50,0.8571428571428571
446,72,0.2
2178,95,0.6
691,15,1.0
856,96,0.4666666666666667
32,84,0.8636363636363636
100,64,0.7272727272727273
3168,99,0.8
447,67,0.6363636363636364
1729,61,0.75
60,5,0.7
1520,120,0.5
60,59,0.6875
161,22,0.8
3304,68,0.5714285714285714
1480,50,0.8333333333333334
256,94,1.0
445,85,0.8
1094,96,0.3333333333333333
411,118,0.625
439,96,0.6666666666666666
2063,58,1.0
466,51,1.0
2043,85,0.6
2906,50,1.0
263,92,0.8571428571428571
2043,111,0.42857142857142855
443,87,1.0
265,71,0.75
885,84,1.0
2008,108,1.0
623,66,0.5
1469,50,1.0
255,76,1.0
2401,49,0.7272727272727273
3279,52,1.0
3278,94,0.6363636363636364
968,58,0.0
1596,74,0.0
2801,93,0.75
2097,119,1.0
2424,65,1.0
147,120,1.0
33,45,1.0
277,91,0.8
2012,28,1.0
1476,120,1.0
3292,71,0.8333333333333334
2069,22,0.75
2898,86,0.8
299,84,0.8823529411764706
574,96,0.0
3263,13,1.0
1762,85,1.0
156,45,0.42857142857142855
241,80,0.4
445,95,0.7222222222222222
1978,22,0.5
2579,112,0.6
2475,121,1.0
40,108,1.0
1248,51,0.5
3319,45,0.8
880,62,1.0
182,18,0.5625
1069,84,0.7142857142857143
72,18,0.625
3297,7,1.0
258,120,0.8181818181818182
835,81,0.8
934,58,0.5135135135135135
2198,76,1.0
1746,119,1.0
3312,50,0.7857142857142857
729,37,0.6666666666666666
410,59,0.25
1555,74,0.5
2766,50,0.5
36,37,0.7692307692307693
222,67,0.5
3324,52,1.0
3301,0,1.0
43,90,0.0
33,99,0.875
3329,44,1.0
2971,4,0.0
165,30,1.0
1562,39,0.0
333,71,0.75
1989,29,0.875
3325,96,0.6
2001,2,0.7142857142857143
32,108,1.0
126,72,0.5
2795,51,1.0
2058,2,0.75
1547,0,0.6666666666666666
3262,111,1.0
266,24,1.0
2362,2,0.15384615384615385
689,74,1.0
3311,37,0.8
2130,2,0.6
3287,49,0.5454545454545454
380,84,0.8888888888888888
149,23,1.0
2380,84,1.0
1482,22,1.0
100,89,0.0
171,2,0.75
249,114,1.0
1995,5,1.0
3314,37,0.8571428571428571
77,26,0.0
138,110,0.0
142,45,0.7
1473,22,0.7857142857142857
735,29,1.0
3285,64,0.5675675675675675
439,41,0.7272727272727273
2084,119,1.0
938,4,0.1
3301,37,0.75
2076,76,0.6
137,103,1.0
1118,47,0.3333333333333333
32,29,0.8333333333333334
2002,108,1.0
1944,22,0.9285714285714286
601,110,0.0
1161,61,0.05555555555555555
248,74,0.5185185185185185
300,76,1.0
3257,51,1.0
3305,67,0.8214285714285714
93,54,1.0
642,84,0.6470588235294118
233,28,0.6
2203,116,0.0
2442,76,1.0
3307,50,1.0
844,73,1.0
2677,86,1.0
1314,66,1.0
1619,95,0.3333333333333333
420,33,0.5
42,58,0.42857142857142855
249,15,0.875
684,37,1.0
148,113,1.0
1365,67,0.0
567,54,1.0
1722,28,0.0
30,67,0.6666666666666666
147,112,0.75
3272,119,1.0
757,114,1.0
3254,4,0.8888888888888888
167,23,0.7
447,116,0.0
569,73,0.8571428571428571
3222,43,1.0
1485,70,0.5714285714285714
1640,38,0.4444444444444444
455,73,1.0
154,1,0.75
2246,76,1.0
153,121,0.5714285714285714
1109,118,0.5
2902,49,0.8333333333333334
177,27,0.8333333333333334
133,120,0.4
1464,15,0.5
426,6,0.7142857142857143
489,91,1.0
969,84,0.9
3284,26,0.0
656,19,1.0
26,76,1.0
3,120,1.0
57,2,0.8571428571428571
2074,76,0.8571428571428571
3301,99,0.8
3313,121,0.8
584,41,0.0
138,67,0.875
1290,73,0.8947368421052632
567,27,0.6875
3310,80,0.8
152,37,0.7391304347826086
3308,118,0.8333333333333334
1458,38,0.0
870,85,0.2
493,76,1.0
146,85,0.8
1799,85,1.0
2229,96,0.0
143,51,1.0
3292,50,0.8421052631578947
2468,80,1.0
30,71,1.0
345,53,0.24242424242424243
1620,118,0.8
1476,50,1.0
3290,81,1.0
155,111,0.75
3267,30,1.0
9,40,0.0
350,73,0.7777777777777778
263,61,0.4
868,67,0.0
2081,95,1.0
3289,80,0.0
154,100,1.0
2246,2,0.75
2495,2,1.0
1480,82,0.7222222222222222
3256,48,0.5
2571,49,1.0
2039,59,1.0
1599,18,1.0
3317,4,1.0
2197,84,0.46153846153846156
1192,26,0.0
1349,118,0.8333333333333334
59,38,0.5
829,4,0.8333333333333334
250,97,0.8095238095238095
2280,28,0.0
899,107,0.8333333333333334
72,71,0.4
839,5,0.75
2027,24,1.0
2004,29,1.0
3301,61,1.0
2686,37,0.8333333333333334
522,51,0.8571428571428571
1638,38,0.0
137,0,0.5
1515,22,0.8
3316,111,0.47058823529411764
1153,59,0.75
259,99,1.0
950,53,0.0
165,84,1.0
555,2,0.3333333333333333
885,67,0.24242424242424243
2932,28,1.0
174,120,0.75
63,4,0.6666666666666666
93,62,0.875
154,34,0.0
3285,95,1.0
2391,76,0.0
286,23,1.0
289,22,0.6666666666666666
57,119,0.36
2726,54,1.0
176,119,1.0
252,92,0.7272727272727273
14,28,0.0
3005,85,0.42857142857142855
153,4,1.0
428,18,0.7
2361,84,1.0
3161,91,0.75
2964,119,1.0
445,72,0.6551724137931034
2687,18,0.7368421052631579
768,100,0.0
249,7,1.0
3296,12,1.0
107,84,0.8571428571428571
2406,119,0.7058823529411765
3273,112,1.0
1026,28,0.5862068965517241
3273,47,1.0
2052,67,0.5
567,62,0.375
2004,48,0.0
3311,34,0.0
3014,29,1.0
3113,51,1.0
2061,74,1.0
137,61,1.0
3059,18,0.875
1868,22,0.8421052631578947
262,91,0.7419354838709677
3324,45,0.7142857142857143
3295,49,0.3157894736842105
97,66,1.0
3279,74,0.6428571428571429
1635,118,0.8888888888888888
3295,32,0.5
2068,79,1.0
2387,119,0.6
374,91,1.0
286,114,0.25
27,79,1.0
2586,58,0.2
3307,39,1.0
1016,84,0.75
159,50,0.875
3284,18,1.0
1543,79,1.0
3283,41,0.8571428571428571
26,47,0.5
2870,50,0.0
2328,79,0.75
152,69,1.0
933,28,0.5625
571,66,1.0
3311,71,1.0
3008,85,0.0
921,119,0.6666666666666666
2910,99,0.5
2,81,0.6666666666666666
734,18,1.0
1462,110,0.42857142857142855
269,117,1.0
3270,80,0.6666666666666666
1463,53,0.0
46,95,0.3333333333333333
1252,118,0.475
2318,64,0.0
120,44,0.75
243,16,0.6666666666666666
3322,19,1.0
2637,18,0.5
2698,22,0.75
252,65,1.0
1213,19,0.25
2418,2,0.75
994,37,0.75
3256,79,1.0
276,77,0.9444444444444444
3294,23,0.7
410,53,0.18181818181818182
3258,64,0.42857142857142855
168,18,0.8571428571428571
1056,113,1.0
729,18,0.9090909090909091
439,114,0.8
1052,112,1.0
42,51,0.9090909090909091
236,7,1.0
2341,18,0.8571428571428571
2298,118,0.5714285714285714
148,62,0.7142857142857143
2072,118,0.5714285714285714
3319,62,0.8
53,119,1.0
302,45,0.0
899,119,0.625
2054,85,0.6
3313,73,1.0
952,118,0.5263157894736842
2429,121,0.0
2500,80,0.0
1362,108,0.6666666666666666
3290,44,1.0
1627,53,0.0
3328,116,0.7368421052631579
436,58,0.0
142,23,0.6666666666666666
487,62,0.7142857142857143
2101,99,1.0
3299,121,0.75
242,51,0.5
64,84,1.0
151,92,1.0
3312,47,0.6666666666666666
60,74,1.0
248,23,0.6153846153846154
643,66,0.0
182,96,0.047619047619047616
36,53,0.0
3303,54,0.8333333333333334
856,85,0.5
3328,93,0.7692307692307693
1511,112,1.0
2460,65,1.0
456,97,0.85
396,59,1.0
1286,114,0.5
2196,91,0.6666666666666666
3014,37,0.5
2742,18,1.0
566,4,0.0
370,27,0.0
2368,45,0.0
2564,26,0.0
165,65,1.0
1798,61,1.0
230,37,0.0
142,44,1.0
1191,19,1.0
565,118,1.0
24,0,0.8
1152,69,1.0
2708,28,0.0
258,1,0.75
947,88,0.7777777777777778
606,85,0.0
151,97,0.75
3321,47,0.6666666666666666
904,107,0.7777777777777778
3327,38,0.5
3317,95,0.875
153,66,1.0
3274,17,0.6190476190476191
971,58,0.4
2545,64,0.7777777777777778
1465,49,0.7142857142857143
1324,28,0.0
2305,118,0.4444444444444444
2592,3,0.0
2037,22,0.25
268,67,0.8571428571428571
892,58,0.8333333333333334
2144,84,0.8
2061,119,1.0
650,18,1.0
22,67,0.6
3304,79,1.0
3323,99,1.0
175,86,0.0
253,45,1.0
2370,118,0.7142857142857143
2500,117,0.75
3300,54,1.0
900,22,0.7777777777777778
2137,90,0.8
2318,120,1.0
3287,90,0.8333333333333334
2049,88,1.0
3288,116,0.68
2246,74,0.8333333333333334
2223,66,0.0
3310,56,0.8
425,15,1.0
3288,13,1.0
153,95,0.875
866,29,0.5454545454545454
2024,99,0.6666666666666666
46,59,0.0
185,103,0.5714285714285714
2840,50,0.47058823529411764
3255,4,0.8888888888888888
571,87,1.0
910,95,0.0
431,58,0.6
2937,74,0.0
600,87,0.6363636363636364
832,5,1.0
150,47,0.8333333333333334
878,95,0.4230769230769231
155,93,0.9230769230769231
1318,62,1.0
621,6,1.0
53,22,0.4
290,53,0.6
250,17,0.5714285714285714
927,91,0.0
136,54,1.0
266,92,0.8181818181818182
2218,87,0.75
459,71,1.0
440,51,1.0
275,67,0.8333333333333334
258,34,0.5
3299,22,1.0
280,118,0.6666666666666666
1123,71,0.0
2325,28,0.6666666666666666
151,68,0.75
577,28,0.0
3253,80,1.0
3320,24,0.9090909090909091
14,119,0.5
1570,34,0.0
1457,86,0.3333333333333333
2067,29,1.0
247,3,0.3333333333333333
298,115,0.0
999,59,1.0
3171,91,0.5
460,5,0.7142857142857143
2077,118,0.6666666666666666
3316,30,0.4444444444444444
933,119,1.0
3283,15,1.0
910,58,1.0
284,119,1.0
1021,51,0.8888888888888888
726,3,1.0
573,96,0.4
264,110,1.0
170,62,1.0
34,81,1.0
2564,18,1.0
30,112,1.0
846,88,0.8333333333333334
139,116,0.8095238095238095
291,59,1.0
862,87,0.5555555555555556
3305,86,0.5333333333333333
1315,59,0.6666666666666666
1992,63,0.75
1014,119,1.0
151,6,1.0
2808,74,1.0
69,41,0.0
2066,99,0.16666666666666666
86,62,0.8
139,118,1.0
3311,59,0.5833333333333334
135,111,1.0
284,90,0.625
442,76,1.0
2278,51,0.14285714285714285
2,85,1.0
2024,77,0.6
465,119,0.4827586206896552
1821,71,0.4
1615,118,0.13333333333333333
2073,51,1.0
146,64,1.0
3265,59,0.8
662,45,0.6
2662,118,0.8333333333333334
33,51,0.9166666666666666
290,1,1.0
2194,76,1.0
2521,100,1.0
2002,58,0.8333333333333334
2339,113,0.0
3171,54,0.75
63,22,0.9
1996,73,1.0
1575,93,0.8333333333333334
246,39,1.0
246,76,1.0
594,59,0.75
3293,73,1.0
1107,96,0.25
135,41,0.5
1499,112,0.8
256,118,0.8461538461538461
787,51,1.0
180,99,1.0
967,85,0.5833333333333334
857,67,0.29411764705882354
806,38,0.2857142857142857
262,41,0.8
265,121,0.8
1609,118,1.0
3259,120,0.8888888888888888
2040,77,0.6
252,119,0.5263157894736842
3281,74,1.0
136,85,0.75
186,67,0.5925925925925926
916,119,0.8
301,22,1.0
42,121,0.0
1614,4,0.0
610,87,1.0
955,118,0.5483870967741935
266,80,0.45454545454545453
3327,29,1.0
1427,91,0.16666666666666666
163,96,0.5
3265,52,1.0
971,119,0.39215686274509803
425,18,0.8181818181818182
2122,84,1.0
2554,18,0.7142857142857143
3302,113,0.8
101,54,1.0
866,73,0.5625
2315,79,0.5
283,91,0.8333333333333334
3270,90,0.75
16,4,0.6666666666666666
1620,28,0.9069767441860465
335,110,1.0
3284,50,0.6
210,51,0.5384615384615384
570,61,0.0
1615,96,0.5
85,47,1.0
3264,111,0.6
921,64,0.5
948,53,0.2
3287,28,0.75
136,112,1.0
3277,73,0.9375
1517,118,0.7142857142857143
2345,86,0.3333333333333333
1269,27,0.7333333333333333
945,29,0.6666666666666666
2410,84,0.8181818181818182
1306,95,0.6
1184,11,0.0
3294,67,0.26666666666666666
390,93,1.0
330,96,0.38461538461538464
276,22,0.6666666666666666
96,115,1.0
140,119,1.0
1770,45,0.0
545,2,0.6666666666666666
653,86,0.5714285714285714
1144,119,0.0
162,33,0.625
3303,99,1.0
843,88,1.0
40,73,0.9473684210526315
1963,22,1.0
236,52,1.0
3264,117,1.0
3283,73,1.0
1437,103,0.6666666666666666
3014,119,0.8
3275,61,0.5833333333333334
428,85,0.8461538461538461
664,19,1.0
3022,118,0.14285714285714285
1014,51,0.14285714285714285
296,46,0.0
1243,119,0.6
2543,19,0.25
3314,79,1.0
29,88,0.8235294117647058
3310,118,1.0
2371,91,0.3333333333333333
1473,95,0.8571428571428571
1408,32,0.2
2283,38,0.375
2454,2,0.625
3319,37,0.9285714285714286
2811,93,0.7142857142857143
505,118,0.8076923076923077
644,112,1.0
3321,68,1.0
267,38,0.5
247,79,1.0
256,15,1.0
3326,26,0.5
162,68,1.0
898,107,0.9090909090909091
1814,108,1.0
2910,79,0.6
797,118,0.5217391304347826
2008,93,1.0
2366,22,1.0
2805,93,0.6
1544,56,0.07692307692307693
1,84,0.8333333333333334
1568,79,1.0
3305,61,1.0
1642,22,0.0
1756,91,0.4
3317,71,0.8888888888888888
169,86,0.5254237288135594
2130,74,0.6666666666666666
2972,85,0.0
3165,103,1.0
169,51,1.0
166,79,1.0
496,54,1.0
1243,95,0.8
250,84,0.8181818181818182
1553,41,0.5
146,6,1.0
814,28,0.2
336,74,1.0
2049,58,0.8461538461538461
736,37,1.0
3263,92,1.0
133,54,0.8
290,44,1.0
554,48,0.0
803,116,1.0
2453,65,0.5
1580,2,0.25
171,21,0.6
241,68,0.75
79,112,1.0
663,18,1.0
130,72,1.0
1241,38,0.42857142857142855
2358,76,0.6666666666666666
1483,106,1.0
1122,87,0.6
947,73,1.0
68,34,0.0
3274,99,1.0
1380,116,0.5454545454545454
272,118,0.9230769230769231
3313,72,0.6896551724137931
156,67,0.9444444444444444
331,54,0.42857142857142855
157,61,1.0
153,71,0.8888888888888888
2910,73,0.6
2901,74,1.0
3321,37,0.8666666666666667
2003,95,1.0
334,54,0.6363636363636364
3281,16,1.0
1368,67,0.16666666666666666
305,66,1.0
230,84,1.0
1260,95,1.0
3277,81,1.0
2053,5,0.2857142857142857
3254,44,1.0
525,51,0.6470588235294118
1547,15,1.0
3265,114,1.0
3065,18,0.6666666666666666
266,41,1.0
290,86,0.46511627906976744
1366,26,0.0
605,53,0.5454545454545454
456,66,1.0
965,79,1.0
184,74,0.8571428571428571
507,67,0.5
3265,74,0.6153846153846154
3292,41,1.0
1619,116,0.0
66,89,1.0
2138,54,0.0
3258,56,0.25
2335,63,0.6
2595,48,0.0
377,76,0.8571428571428571
3012,59,0.5
3276,16,1.0
249,4,0.65
1791,61,1.0
38,111,0.625
3253,99,1.0
2635,38,0.8
1471,53,0.5
3298,121,0.0
1122,99,1.0
144,99,1.0
2584,66,1.0
2927,50,1.0
228,59,0.875
2794,79,1.0
1289,76,0.42857142857142855
2348,41,1.0
3227,54,0.8333333333333334
262,94,0.0
3326,18,1.0
284,2,0.9166666666666666
1996,50,0.5714285714285714
22,41,0.0
439,60,0.5
261,48,1.0
350,118,0.8
167,76,1.0
2421,13,1.0
3282,91,0.5
2040,27,1.0
3299,76,0.7
3272,41,0.46153846153846156
428,69,1.0
458,76,0.8947368421052632
257,107,0.6666666666666666
3268,79,1.0
1111,84,0.631578947368421
3299,86,0.4857142857142857
3016,87,1.0
24,54,0.5882352941176471
3299,60,0.23076923076923078
61,87,1.0
3253,33,0.5
3274,116,0.8148148148148148
3318,69,1.0
3008,22,0.46153846153846156
1187,61,0.5333333333333333
389,15,1.0
295,31,1.0
256,73,1.0
1387,59,0.5263157894736842
3291,56,0.8
2929,59,1.0
2059,29,0.7894736842105263
139,37,1.0
759,118,0.75
3264,26,0.0
2047,77,1.0
194,68,0.75
797,41,0.75
2789,22,1.0
3290,37,0.9166666666666666
67,0,0.0
2398,22,0.0
147,4,0.8571428571428571
725,19,1.0
249,59,0.7272727272727273
629,51,0.8333333333333334
148,116,0.8461538461538461
166,114,1.0
263,85,0.39473684210526316
1519,112,1.0
2583,67,1.0
2303,4,1.0
2683,38,1.0
917,76,1.0
268,95,0.8888888888888888
204,67,0.5714285714285714
3263,22,1.0
1249,87,1.0
28,59,0.0
3323,21,0.8333333333333334
267,13,1.0
1465,59,0.625
40,119,1.0
457,93,1.0
1602,18,1.0
33,119,0.7083333333333334
1305,95,0.75
51,118,0.4444444444444444
697,37,1.0
40,77,0.8
157,99,1.0
1472,24,0.6666666666666666
2578,49,1.0
134,62,1.0
1282,84,0.8
283,1,0.0
233,55,0.3
390,33,0.6666666666666666
3324,112,1.0
254,73,1.0
239,86,0.21428571428571427
843,54,0.9166666666666666
1124,54,0.45454545454545453
1540,53,1.0
3258,48,1.0
427,107,0.75
1750,59,1.0
3020,22,0.6
171,118,0.8333333333333334
2069,119,1.0
568,51,1.0
2999,87,1.0
449,22,1.0
2048,18,0.4
1404,108,1.0
1990,5,0.8333333333333334
3308,45,1.0
579,55,0.8333333333333334
1099,4,0.0
3326,84,0.8181818181818182
563,24,0.0
266,111,1.0
3264,39,0.5
433,95,1.0
3315,65,1.0
3296,61,1.0
3292,52,1.0
896,67,0.08333333333333333
1322,62,1.0
3322,28,0.5633802816901409
1477,70,0.5625
137,76,1.0
142,62,0.8
1133,64,0.25
2910,118,0.8
2595,74,0.0
145,73,0.875
3257,24,1.0
1542,41,0.2
3257,119,1.0
3329,51,0.8333333333333334
38,53,0.5
3290,1,0.6
144,45,1.0
238,38,0.0
1003,51,1.0
2048,119,1.0
1569,93,1.0
476,79,0.7692307692307693
257,67,0.46153846153846156
401,91,1.0
2677,18,1.0
208,85,0.14285714285714285
3284,67,1.0
2983,119,0.5
331,24,0.8
636,28,1.0
2425,2,1.0
1469,118,0.75
1291,118,1.0
570,76,1.0
1939,22,0.75
3283,86,0.55
159,84,0.8571428571428571
1148,67,0.0
696,38,0.0
3311,118,1.0
1479,86,0.6666666666666666
160,74,0.8125
244,114,1.0
267,44,0.6666666666666666
2064,116,0.0
157,2,0.7692307692307693
292,119,1.0
2468,121,0.5
3312,22,0.9090909090909091
2118,22,0.19047619047619047
61,29,1.0
2001,111,1.0
244,38,0.5555555555555556
1122,76,0.0
835,76,1.0
1176,85,0.4
228,16,1.0
2553,49,1.0
57,107,0.5714285714285714
236,103,0.7
3295,116,0.7272727272727273
12,95,0.6666666666666666
219,118,0.3333333333333333
801,61,0.4375
136,116,0.8235294117647058
265,65,0.75
2005,24,1.0
2954,9,1.0
3325,119,1.0
944,29,0.9166666666666666
3003,85,0.6
862,27,1.0
2938,62,0.5
2000,77,0.6666666666666666
819,37,1.0
283,110,1.0
1164,85,0.21428571428571427
3288,0,0.5714285714285714
1560,74,0.2857142857142857
147,118,1.0
1470,20,0.5789473684210527
3203,119,0.8571428571428571
337,74,1.0
2519,13,0.0
3310,71,0.7333333333333333
333,11,1.0
2006,5,0.8888888888888888
1223,22,0.2857142857142857
186,68,0.42857142857142855
736,114,1.0
1617,80,0.0
287,30,1.0
106,22,1.0
1246,95,0.4117647058823529
2604,117,0.6666666666666666
3283,97,0.5833333333333334
439,62,0.631578947368421
161,86,0.4
2475,7,1.0
454,76,1.0
967,4,1.0
2945,38,0.8333333333333334
101,51,0.2
3259,91,0.7777777777777778
1556,34,1.0
3274,84,1.0
256,80,0.6666666666666666
830,76,1.0
110,105,1.0
2005,61,0.5
768,93,1.0
161,119,1.0
3279,15,0.75
142,22,0.7647058823529411
1510,118,1.0
3292,95,0.7222222222222222
451,59,0.9
2609,112,1.0
165,16,1.0
3297,116,0.39622641509433965
145,81,1.0
1617,22,1.0
868,73,1.0
3308,24,1.0
83,91,0.875
2236,79,1.0
2543,97,0.1
751,61,1.0
3314,91,0.8181818181818182
289,95,1.0
165,24,0.8888888888888888
2030,50,0.15384615384615385
3129,85,1.0
265,95,0.9
2041,88,0.8333333333333334
1056,91,0.6666666666666666
2451,117,1.0
430,81,1.0
1515,91,0.6666666666666666
171,0,0.5
946,4,1.0
3296,103,1.0
148,53,0.875
3273,52,1.0
1639,2,0.75
3201,83,0.5853658536585366
2279,118,0.7
254,34,0.0
579,54,1.0
808,121,0.0
3321,63,0.6666666666666666
3323,18,1.0
1308,116,0.0
2519,80,0.5
425,74,0.8571428571428571
233,5,1.0
3323,28,0.6666666666666666
156,54,0.8461538461538461
2488,18,0.7647058823529411
3254,47,0.6
93,95,1.0
263,71,0.9
1348,37,0.25
1612,18,1.0
2060,88,0.6153846153846154
1683,61,1.0
444,84,1.0
3307,48,1.0
83,99,0.45454545454545453
3284,94,1.0
214,51,1.0
469,54,0.7777777777777778
2974,4,0.1111111111111111
138,1,0.6666666666666666
2938,54,1.0
2932,38,0.42857142857142855
3279,34,0.5
2052,73,1.0
2375,51,1.0
151,73,0.9130434782608695
248,45,1.0
103,56,0.16666666666666666
3123,96,0.0
1971,22,1.0
1115,47,0.5
3272,117,1.0
1018,22,0.43478260869565216
33,72,0.0
1153,26,0.0
447,74,0.5
1318,79,1.0
2136,22,0.6153846153846154
3323,63,0.5
2264,91,0.0
2519,117,1.0
1121,51,0.4
2318,4,0.0
570,4,0.6
2650,120,0.0
3014,118,0.8
2541,28,0.0
1994,108,0.7777777777777778
455,79,1.0
3322,95,1.0
3295,65,1.0
1124,95,0.2222222222222222
37,48,0.5
1977,22,0.9090909090909091
182,4,1.0
32,59,0.8333333333333334
2667,118,0.5
1263,81,0.0
26,41,1.0
2005,53,1.0
2003,41,0.8333333333333334
862,81,1.0
87,22,0.0
266,118,0.9090909090909091
3297,33,0.5454545454545454
258,47,0.3333333333333333
1484,93,0.6666666666666666
2565,3,0.5
453,27,0.8181818181818182
157,120,0.8888888888888888
2136,119,0.47368421052631576
3278,103,0.75
302,113,0.0
292,44,0.5
30,65,1.0
447,52,1.0
447,111,1.0
269,111,0.75
524,91,0.6363636363636364
